Accession,SRA_Accession,Submitters,Release_Date,Species,Genus,Family,Molecule_type,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,USA,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
KJ452292,,"Santiago-Rodriguez,T.M., Naidu,M., Jones,M.B., Ly,M., Pride,D.T.",2015-07-13T00:00:00Z,Staphylococcus phage 23MRA,Biseptimavirus,Siphoviridae,dsDNA,43098,GenBank,complete,,,1,USA,,Staphylococcus aureus,blood,,,"Staphylococcus phage 23MRA, complete genome"
KR709302,,"Frigols,B., Quiles-Puchalt,N., Mir-Sanchis,I., Donderis,J., Elena,S.F., Buckling,A., Novick,R.P., Marina,A., Penades,J.R.",2015-07-05T00:00:00Z,Staphylococcus virus 55,Phietavirus,Siphoviridae,dsDNA,41898,GenBank,complete,,,1,,,Staphylococcus aureus,,,,"Staphylococcus phage 55-2, complete genome"
KR709303,,"Frigols,B., Quiles-Puchalt,N., Mir-Sanchis,I., Donderis,J., Elena,S.F., Buckling,A., Novick,R.P., Marina,A., Penades,J.R.",2015-07-05T00:00:00Z,Staphylococcus virus 55,Phietavirus,Siphoviridae,dsDNA,42309,GenBank,complete,,,1,,,Staphylococcus aureus,,,,"Staphylococcus phage 55-3, complete genome"
KJ716334,,"Chang,Y., Shin,H., Lee,J.H., Park,C.J., Paik,S.Y., Ryu,S.",2015-04-30T00:00:00Z,Staphylococcus phage SA97,Phietavirus,Siphoviridae,dsDNA,40592,GenBank,complete,,,1,,,Staphylococcus aureus subsp. aureus RN4220,,,,"Staphylococcus phage SA97, complete genome"
KP893289,,"Botka,T., Ruzickova,V., Konecna,H., Pantucek,R., Rychlik,I., Zdrahal,Z., Petras,P., Doskar,J.",2015-04-17T00:00:00Z,Staphylococcus phage B166,Phietavirus,Siphoviridae,dsDNA,42881,GenBank,complete,,,1,Czech Republic,,Staphylococcus aureus,,2012-05-01,,"Staphylococcus phage B166, complete genome"
KP893290,,"Botka,T., Ruzickova,V., Konecna,H., Pantucek,R., Rychlik,I., Zdrahal,Z., Petras,P., Doskar,J.",2015-04-17T00:00:00Z,Staphylococcus phage B236,Phietavirus,Siphoviridae,dsDNA,43228,GenBank,complete,,,1,Czech Republic,,Staphylococcus aureus,,2013-01-01,,"Staphylococcus phage B236, complete genome"
KP687431,,"Zhang,X., Kang,H., Tong,Y.",2015-04-15T00:00:00Z,Staphylococcus virus G1,Kayvirus,Herelleviridae,dsDNA,140218,GenBank,complete,,,,,,Staphylococcus aureus,,,,"Staphylococcus phage IME-SA1, complete genome"
KP687432,,"Zhang,X., Kang,H., Tong,Y.",2015-04-15T00:00:00Z,Staphylococcus virus G1,Kayvirus,Herelleviridae,dsDNA,140906,GenBank,complete,,,,,,Staphylococcus aureus,,,,"Staphylococcus phage IME-SA2, complete genome"
HF937074,,"Kraushaar,B., Dinh Thanh,M., Reetz,J., Fetsch,A., Hammerl,J.A., Hertwig,S., Hammerl,J.",2015-04-12T00:00:00Z,Staphylococcus virus PSa3,Rosenblumvirus,Podoviridae,dsDNA,17602,GenBank,partial,,,,,,Staphylococcus aureus,,,,Staphylococcus phage PSa3 complete sequence
KP209285,,"Heler,R., Samai,P., Modell,J.W., Weiner,C., Goldberg,G.W., Bikard,D., Marraffini,L.A.",2015-01-18T00:00:00Z,Staphylococcus virus phiNM4,Phietavirus,Siphoviridae,dsDNA,40365,GenBank,complete,,,1,,,Staphylococcus aureus subsp. aureus str. Newman,,,,"UNVERIFIED: Staphylococcus phage PhiNM4-gamma4, complete genome"
KJ888149,,"Alves,D.R., Gaudion,A., Bean,J.E., Perez Esteban,P., Arnot,T.C., Harper,D.R., Kot,W., Hansen,L.H., Enright,M.C., Jenkins,A.T., Perez-Esteban,P., Arnot,T., Hanson,L.H.",2014-09-02T00:00:00Z,Staphylococcus virus MCE2014,Kayvirus,Herelleviridae,dsDNA,141907,GenBank,complete,,,1,,,Staphylococcus aureus,,,,"Staphylococcus phage MCE-2014, complete genome"
KM216423,,"Yuan,W., Rao,X.",2014-08-26T00:00:00Z,Staphylococcus virus P108,Kayvirus,Herelleviridae,dsDNA,140807,GenBank,complete,,,,,,Staphylococcus aureus,,,,"Staphylococcus phage P108, complete genome"
KF831354,,"Utter,B., Deutsch,D.R., Schuch,R., Winer,B.Y., Verratti,K., Bishop-Lilly,K., Sozhamannan,S., Fischetti,V.A., Utter,B.D.",2014-07-19T00:00:00Z,Staphylococcus phage phiBU01,Biseptimavirus,Siphoviridae,dsDNA,43748,GenBank,complete,,,1,,,Staphylococcus aureus HIP07256,,,,"Staphylococcus phage phiBU01, complete genome"
KJ596420,,"Sanchini,A., Del Grosso,M., Villa,L., Ammendolia,M.G., Superti,F., Monaco,M., Pantosti,A.",2014-06-23T00:00:00Z,Staphylococcus phage phiSa119,Biseptimavirus,Siphoviridae,dsDNA,42600,GenBank,complete,,,1,,,Staphylococcus aureus,,,,"Staphylococcus phage phiSa119, complete genome"
KJ140076,,"Keary,R., McAuliffe,O., Ross,R.P., Hill,C., O'Mahony,J., Coffey,A.",2014-06-03T00:00:00Z,Staphylococcus phage DW2,Phietavirus,Siphoviridae,dsDNA,41941,GenBank,complete,,,1,Ireland,,Staphylococcus aureus,,,,"Staphylococcus phage DW2, complete genome"
KJ210330,,"Swift,S.M., Nelson,D.C.",2014-02-19T00:00:00Z,Staphylococcus virus GRCS,Rosenblumvirus,Podoviridae,dsDNA,17869,GenBank,complete,,,1,,,Staphylococcus aureus,,,,"Staphylococcus phage GRCS, complete genome"
KC595278,,"van der Mee-Marquet,N., Corvaglia,A.R., Valentin,A.S., Hernandez,D., Bertrand,X., Girard,M., Kluytmans,J., Donnio,P.Y., Quentin,R., Francois,P., Valentin,A.-S., Corvaglia,A.-R., Donnio,P.-Y.",2014-02-11T00:00:00Z,Staphylococcus phage StauST398-4,Biseptimavirus,Siphoviridae,dsDNA,42906,GenBank,complete,,,1,,,Staphylococcus aureus,,,,"Staphylococcus phage StauST398-4, complete genome"
KC595279,,"van der Mee-Marquet,N., Corvaglia,A.R., Valentin,A.S., Hernandez,D., Bertrand,X., Girard,M., Kluytmans,J., Donnio,P.Y., Quentin,R., Francois,P., Valentin,A.-S., Corvaglia,A.-R., Donnio,P.-Y.",2014-02-11T00:00:00Z,Staphylococcus phage StauST398-5,Phietavirus,Siphoviridae,dsDNA,43301,GenBank,complete,,,1,,,Staphylococcus aureus,,,,"Staphylococcus phage StauST398-5, complete genome"
AB903967,,"Takeuchi,I., Osada,K., Asakawa,H., Miyanaga,K., Tanji,Y.",2014-01-21T00:00:00Z,Staphylococcus virus SA12,Kayvirus,Herelleviridae,dsDNA,142094,GenBank,partial,,,,,,Staphylococcus aureus,,,,"Staphylococcus phage phiSA012 DNA, complete genome"
KF766114,,"Gill,J.J.",2013-12-14T00:00:00Z,Staphylococcus virus K,Kayvirus,Herelleviridae,dsDNA,148317,GenBank,complete,,,1,,,Staphylococcus aureus,,,,"Staphylococcus phage K, complete genome"
JX846612,,"Vandersteegen,K., Kropinski,A.M., Nash,J.H.E., Ackermann,H.-W., Noben,J.-P., Hermans,K., Lavigne,R.",2013-08-15T00:00:00Z,Staphylococcus virus Remus,Silviavirus,Herelleviridae,dsDNA,134643,GenBank,complete,,,,,,Staphylococcus aureus,,,,"Staphylococcus phage vB_SauM_Remus, complete genome"
JX274646,,"Yoon,H., Yun,J., Lim,J.A., Roh,E., Jung,K.S., Chang,Y., Ryu,S., Heu,S., Shin,H.",2013-07-31T00:00:00Z,Staphylococcus phage SP5,Phietavirus,Siphoviridae,dsDNA,43305,GenBank,complete,,,1,,,Staphylococcus aureus,,,,"Staphylococcus phage SP5, complete genome"
JX274647,,"Yoon,H., Yun,J., Lim,J.A., Roh,E., Jung,K.S., Chang,Y., Ryu,S., Heu,S., Shin,H.",2013-07-31T00:00:00Z,Staphylococcus phage SP6,Phietavirus,Siphoviridae,dsDNA,42902,GenBank,complete,,,1,,,Staphylococcus aureus,,,,"Staphylococcus phage SP6, complete genome"
KC677663,,"Chang,Y., Lee,J.H., Shin,H., Heu,S., Ryu,S., Lee,J.-H.",2013-06-30T00:00:00Z,Staphylococcus phage SA12,Phietavirus,Siphoviridae,dsDNA,42902,GenBank,complete,,,1,,,Staphylococcus aureus,,,,"Staphylococcus phage SA12, complete genome"
KC342645,,"Jia,H., Bai,Q., Yang,Y., Yao,H., Zhang,W., Lu,C.",2013-06-24T00:00:00Z,Staphylococcus phage JS01,Biseptimavirus,Siphoviridae,dsDNA,43458,GenBank,complete,,,1,,,Staphylococcus aureus,,,,"Staphylococcus phage JS01, complete genome"
JX094501,,"Shin,H., Lee,J.-H., Chang,Y., Ryu,S.",2013-05-31T00:00:00Z,Staphylococcus phage SA13,Phietavirus,Siphoviridae,dsDNA,42652,GenBank,complete,,,,,,Staphylococcus aureus,,,,"Staphylococcus phage SA13, complete genome"
JQ957932,,"van der Mee-Marquet,N., Valentin,A.-S., Corvaglia,A.-R., Bertrand,X., Girard,M., Kluytmans,J., Donnio,P.-Y., Quentin,R., Schrenzel,J., Francois,P.",2013-04-30T00:00:00Z,Staphylococcus phage StauST398-2,Triavirus,Siphoviridae,dsDNA,45572,GenBank,complete,,,,France,,Staphylococcus aureus,,2011-11-16,,"Staphylococcus phage StauST398-2, complete genome"
JQ973847,,"van der Mee-Marquet,N., Valentin,A.-S., Corvaglia,A.-R., Bertrand,X., Girard,M., Kluytmans,J., Donnio,P.-Y., Quentin,R., Schrenzel,J., Francois,P.",2013-04-30T00:00:00Z,Staphylococcus phage StauST398-3,Phietavirus,Siphoviridae,dsDNA,41392,GenBank,complete,A,,,France,,Staphylococcus aureus,,2011-11-16,,"Staphylococcus phage StauST398-3, complete genome"
JX013863,,"van der Mee-Marquet,N., Corvaglia,A.R., Valentin,A.S., Hernandez,D., Bertrand,X., Girard,M., Kluytmans,J., Donnio,P.Y., Quentin,R., Francois,P., Valentin,A.-S., Corvaglia,A.-R., Donnio,P.-Y., Schrenzel,J.",2013-04-30T00:00:00Z,Staphylococcus phage StauST398-1,Phietavirus,Siphoviridae,dsDNA,45242,GenBank,complete,B,,1,France,,Staphylococcus aureus,,2011-11-16,,"Staphylococcus phage StauST398-1, complete genome"
JX846613,,"Vandersteegen,K., Kropinski,A.M., Nash,J.H., Noben,J.P., Hermans,K., Lavigne,R., Nash,J.H.E., Ackermann,H.-W., Noben,J.-P.",2013-03-12T00:00:00Z,Staphylococcus virus Remus,Silviavirus,Herelleviridae,dsDNA,131332,GenBank,complete,,,1,,,Staphylococcus aureus,,,,"Staphylococcus phage vB_SauM_Romulus, complete genome"
JX174275,,"El Haddad,L., Moineau,S.",2013-03-05T00:00:00Z,Staphylococcus phage LH1,Triavirus,Siphoviridae,dsDNA,46048,GenBank,complete,,,1,Canada,,Staphylococcus aureus,,2009-04-01,,"Staphylococcus phage LH1, complete genome"
JX878671,,"Cui,Z., Song,Z., Wang,Y., Zeng,L., Shen,W., Wang,Z., Li,Q., He,P., Qin,J., Guo,X.",2012-11-21T00:00:00Z,Staphylococcus virus JD7,Kayvirus,Herelleviridae,dsDNA,141836,GenBank,complete,,,1,China: Shanghai,,Staphylococcus aureus,,,,"Staphylococcus phage JD007, complete genome"
JX875065,,"Kirby,A.E.",2012-11-10T00:00:00Z,Staphylococcus virus G1,Kayvirus,Herelleviridae,dsDNA,137031,GenBank,complete,,,1,,,Staphylococcus aureus,,,,"Staphylococcus phage SA5, complete genome"
JQ686190,,"Gu,J., Liu,X., Lu,R., Li,Y., Song,J., Lei,L., Sun,C., Feng,X., Du,C., Yu,H., Yang,Y., Han,W.",2012-08-08T00:00:00Z,Staphylococcus virus G15,Kayvirus,Herelleviridae,dsDNA,139806,GenBank,complete,,,1,,,Staphylococcus aureus,,,,"Staphylococcus phage GH15, complete genome"
JX194239,,"Kim,M.S., Myung,H., Cha,K.E., Hong,S.S.",2012-08-01T00:00:00Z,Staphylococcus virus SA11,Silviavirus,Herelleviridae,dsDNA,136326,GenBank,complete,,,1,South Korea,,Staphylococcus aureus,,2009-08-10,,"Staphylococcus phage SA11, complete genome"
JX080300,,"Lobocka,M., Hejnowicz,M.S., Dabrowski,K., Gozdek,A., Kosakowski,J., Witkowska,M., Ulatowska,M.I., Weber-Dabrowska,B., Kwiatek,M., Parasion,S., Gawor,J., Kosowska,H., Glowacka,A.",2012-07-14T00:00:00Z,Staphylococcus virus G1,Kayvirus,Herelleviridae,dsDNA,145647,GenBank,complete,,,1,,,Staphylococcus aureus,,,,"Staphylococcus phage Staph1N, complete genome"
JX080301,,"Lobocka,M., Hejnowicz,M.S., Dabrowski,K., Gozdek,A., Kosakowski,J., Witkowska,M., Ulatowska,M.I., Weber-Dabrowska,B., Kwiatek,M., Parasion,S., Gawor,J., Kosowska,H., Glowacka,A.",2012-07-14T00:00:00Z,Staphylococcus virus G1,Kayvirus,Herelleviridae,dsDNA,141018,GenBank,complete,,,1,,,Staphylococcus aureus,,,,"Staphylococcus phage A3R, complete genome"
JX080302,,"Lobocka,M., Hejnowicz,M.S., Dabrowski,K., Gozdek,A., Kosakowski,J., Witkowska,M., Ulatowska,M.I., Weber-Dabrowska,B., Kwiatek,M., Parasion,S., Gawor,J., Kosowska,H., Glowacka,A.",2012-07-14T00:00:00Z,Staphylococcus virus G1,Kayvirus,Herelleviridae,dsDNA,148564,GenBank,complete,,,1,,,Staphylococcus aureus,,,,"Staphylococcus phage 676Z, complete genome"
JX080303,,"Lobocka,M., Hejnowicz,M.S., Dabrowski,K., Gozdek,A., Kosakowski,J., Witkowska,M., Ulatowska,M.I., Weber-Dabrowska,B., Kwiatek,M., Parasion,S., Gawor,J., Kosowska,H., Glowacka,A.",2012-07-14T00:00:00Z,Staphylococcus virus G1,Kayvirus,Herelleviridae,dsDNA,148481,GenBank,complete,,,1,,,Staphylococcus aureus,,,,"Staphylococcus phage Fi200W, complete genome"
JX080304,,"Lobocka,M., Hejnowicz,M.S., Dabrowski,K., Gozdek,A., Kosakowski,J., Witkowska,M., Ulatowska,M.I., Weber-Dabrowska,B., Kwiatek,M., Parasion,S., Gawor,J., Kosowska,H., Glowacka,A.",2012-07-14T00:00:00Z,Staphylococcus virus G1,Kayvirus,Herelleviridae,dsDNA,148243,GenBank,complete,,,1,,,Staphylococcus aureus,,,,"Staphylococcus phage MSA6, complete genome"
JX080305,,"Lobocka,M., Hejnowicz,M.S., Dabrowski,K., Gozdek,A., Kosakowski,J., Witkowska,M., Ulatowska,M.I., Weber-Dabrowska,B., Kwiatek,M., Parasion,S., Gawor,J., Kosowska,H., Glowacka,A.",2012-07-14T00:00:00Z,Staphylococcus virus G1,Kayvirus,Herelleviridae,dsDNA,147590,GenBank,complete,,,1,,,Staphylococcus aureus,,,,"Staphylococcus phage P4W, complete genome"
JQ779023,,"Lee,Y.-D., Park,J.-H.",2012-05-02T00:00:00Z,Staphylococcus phage SMSAP5,Triavirus,Siphoviridae,dsDNA,45552,GenBank,complete,,,,South Korea,,Staphylococcus aureus,,2010-10-05,,"Staphylococcus phage SMSAP5, complete genome"
JQ779024,,"Lee,Y.-D., Park,J.-H.",2012-05-02T00:00:00Z,Staphylococcus phage TEM123,Phietavirus,Siphoviridae,dsDNA,43786,GenBank,complete,,,,South Korea,,Staphylococcus aureus,,2011-01-10,,"Staphylococcus phage TEM123, complete genome"
AB626962,,"Uchiyama,J., Takemura,I., Matsuzaki,S., Daibata,M.",2011-12-22T00:00:00Z,Staphylococcus virus S24-1,Rosenblumvirus,Podoviridae,dsDNA,18168,GenBank,partial,,,,,,Staphylococcus aureus,,,,"Staphylococcus phage S24-1 DNA, complete genome"
AB626963,,"Uchiyama,J., Takemura,I., Matsuzaki,S., Daibata,M.",2011-12-22T00:00:00Z,Staphylococcus phage S13',Rosenblumvirus,Podoviridae,dsDNA,18186,GenBank,partial,,,,,,Staphylococcus aureus,,,,"Staphylococcus phage S13' DNA, complete genome"
FR852584,,"Vandersteegen,K., Mattheus,W., Ceyssens,P.J., Bilocq,F., De Vos,D., Pirnay,J.P., Noben,J.P., Merabishvili,M., Lipinska,U., Hermans,K., Lavigne,R.",2011-08-31T00:00:00Z,Staphylococcus virus G1,Kayvirus,Herelleviridae,dsDNA,138339,GenBank,partial,,,1,Georgia,,Staphylococcus aureus,,,,Staphylococcus phage ISP complete genome
HQ163896,,"Kvachadze,L., Balarjishvili,N., Meskhi,T., Tevdoradze,E., Skhirtladze,N., Pataridze,T., Adamia,R., Topuria,T., Kutter,E., Rohde,C., Kutateladze,M., Nikolaishvili,N., Raya,R., Stewart,C.R., Villegas,A., Kropinski,A.M.",2011-07-11T00:00:00Z,Staphylococcus virus Sb1,Kayvirus,Herelleviridae,dsDNA,127188,GenBank,complete,,,1,,,Staphylococcus aureus,,,,"Staphylococcus phage Sb-1, complete genome"
HQ677770,,"Gu,J., Han,W.",2011-04-04T00:00:00Z,Staphylococcus virus G15,Kayvirus,Herelleviridae,dsDNA,522,GenBank,partial,,,,China,,Staphylococcus aureus,,,,"Staphylococcus phage GH15 tail protein (tail-GH15) gene, complete cds"
GU722131,,"Leite,J.A., Marques,S.L.S., Domingues,R.",2011-03-01T00:00:00Z,Staphylococcus phage 006,,,unknown,1455,GenBank,partial,,,,Brazil,,Staphylococcus aureus,,,,"Staphylococcus phage 006 endolysin gene, complete cds"
GU722132,,"Leite,J.A., Marques,S.L.S., Domingues,R.",2011-03-01T00:00:00Z,Staphylococcus phage 001,,,unknown,1455,GenBank,partial,,,,Brazil,,Staphylococcus aureus,,,,"Staphylococcus phage 001 endolysin gene, complete cds"
GU722133,,"Leite,J.A., Marques,S.L.S., Domingues,R.",2011-03-01T00:00:00Z,Staphylococcus phage 003,,,unknown,1455,GenBank,partial,,,,Brazil,,Staphylococcus aureus,,,,"Staphylococcus phage 003 endolysin gene, complete cds"
GU722134,,"Leite,J.A., Marques,S.L.S., Domingues,R.",2011-03-01T00:00:00Z,Staphylococcus phage 002,,,unknown,1455,GenBank,partial,,,,Brazil,,Staphylococcus aureus,,,,"Staphylococcus phage 002 endolysin gene, complete cds"
GU722135,,"Leite,J.A., Marques,S.L.S., Domingues,R.",2011-03-01T00:00:00Z,Staphylococcus phage 004,,,unknown,1455,GenBank,partial,,,,Brazil,,Staphylococcus aureus,,,,"Staphylococcus phage 004 endolysin gene, complete cds"
GU722136,,"Leite,J.A., Marques,S.L.S., Domingues,R.",2011-03-01T00:00:00Z,Staphylococcus phage 005,,,unknown,1455,GenBank,partial,,,,Brazil,,Staphylococcus aureus,,,,"Staphylococcus phage 005 endolysin gene, complete cds"
HQ127381,,"Lee,Y.D., Chang,H.I., Park,J.H., Lee,Y.-D., Park,J.-H.",2011-01-26T00:00:00Z,Staphylococcus phage TEM126,Phietavirus,Siphoviridae,dsDNA,41882,GenBank,partial,,,1,,,Staphylococcus aureus,,2009-12-07,,"Staphylococcus phage TEM126, complete sequence"
HQ330981,,"Mishra,A.K., Rawat,M., Viswas,K.N., Abhishek, Kumar,S., Reddy,M., Donovan,D.M.",2010-12-04T00:00:00Z,Staphylococcus phage SA4,,Podoviridae,dsDNA,802,GenBank,partial,,,1,India,,Staphylococcus aureus,,2008,,"Staphylococcus phage SA4 endolysin gene, partial cds"
GU477322,,"Rahman,M., Kim,S., Kim,S.-M., Kim,J.",2010-08-18T00:00:00Z,Staphylococcus virus SAP26,Phietavirus,Siphoviridae,dsDNA,41207,GenBank,complete,,,,,,Staphylococcus aureus,,,,"Staphylococcus phage SAP-26, complete genome"
HM015284,,"Gu,J., Xu,W., Lei,L., Huang,J., Feng,X., Sun,C., Du,C., Zuo,J., Li,Y., Du,T., Li,L., Han,W., Gu,J.M., Han,W.Y.",2010-05-08T00:00:00Z,Staphylococcus virus G15,Kayvirus,Herelleviridae,dsDNA,1488,GenBank,partial,,,1,China,,Staphylococcus aureus,,,,"Staphylococcus phage GH15 endolysin (lysGH15) gene, complete cds"
EU418428,,"Ulatowska,M.I., Weber-Dabrowska,B., Sadowy,E., Krzyszton-Russjan,J., Gorski,A., Lobocka,M.B.",2010-01-28T00:00:00Z,Staphylococcus virus G1,Kayvirus,Herelleviridae,dsDNA,145542,GenBank,complete,,,,,,Staphylococcus aureus,,,,"Staphylococcus phage A5W, complete genome"
GU230886,,"Kahankova,J., Pantucek,R., Goerke,C., Ruzickova,V., Holochova,P., Doskar,J.",2009-12-27T00:00:00Z,Staphylococcus phage 83A,,Siphoviridae,dsDNA,115,GenBank,partial,,,1,Czech Republic,,Staphylococcus aureus,,2009-09,,"Staphylococcus phage 83A phage anti-repressor Ant1c gene, partial cds"
GU230887,,"Kahankova,J., Pantucek,R., Goerke,C., Ruzickova,V., Holochova,P., Doskar,J.",2009-12-27T00:00:00Z,Staphylococcus phage 3C,,Siphoviridae,dsDNA,635,GenBank,partial,,,1,Czech Republic,,Staphylococcus aureus,,2009-09,,"Staphylococcus phage 3C phage anti-repressor Ant5 gene, partial cds"
GU169904,,"Lee,Y., Park,J., Chang,H., Ryu,T.",2009-12-05T00:00:00Z,Staphylococcus phage SA1,,Myoviridae,dsDNA,147303,GenBank,complete,,,,South Korea,,Staphylococcus aureus,feces,,,"Staphylococcus phage SA1, complete genome"
GQ900512,,"Summers,A.O., Shearer,J., Wireman,J., Gill,J., Borman,J., Shetty,J., Hostetler,J., Durkin,S., Montgomery,B.",2009-10-04T00:00:00Z,Staphylococcus phage SAP090D,,,dsDNA,10726,GenBank,partial,,,,Australia: Melbourne,,Staphylococcus aureus,,1975,,"Staphylococcus phage SAP090D, partial sequence"
GQ915271,,"Summers,A.O., Shearer,J., Wireman,J., Gill,J., Borman,J., Shetty,J., Hostetler,J., Durkin,S., Montgomery,B.",2009-10-04T00:00:00Z,Staphylococcus phage SAP090B,Biseptimavirus,Siphoviridae,dsDNA,26877,GenBank,partial,,,,Australia: Melbourne,,Staphylococcus aureus,,1975,,"Staphylococcus phage SAP090B, partial sequence"
GQ398772,,"Young,R.F., Summers,E.J.",2009-09-01T00:00:00Z,Staphylococcus phage P954,Biseptimavirus,Siphoviridae,dsDNA,40761,GenBank,complete,,,,India,,Staphylococcus aureus,,2002-02-19,,"Staphylococcus phage P954, complete genome"
FJ713816,,"Ma,X.X., Luo,E.J., Ito,t., Hiramatsu,K.",2009-06-06T00:00:00Z,Staphylococcus phage phiPVL-CN125,Biseptimavirus,Siphoviridae,dsDNA,44492,GenBank,complete,,,,,,Staphylococcus aureus,,,,"Staphylococcus phage phiPVL-CN125, complete genome"
EU573240,,"Obeso,J.M., Martinez,B., Rodriguez,A., Garcia,P., Obeso,J.",2008-12-11T00:00:00Z,Staphylococcus phage phiH5,,,dsDNA,1446,GenBank,partial,,,1,,,Staphylococcus aureus,,,,"Staphylococcus phage phiH5 LysH5 gene, complete cds"
EU861004,,"Garcia,P., Martinez,B., Obeso,J.M., Lavigne,R., Lurz,R., Rodriguez,A., Obeso,J.",2008-12-01T00:00:00Z,Staphylococcus virus IPLA88,Phietavirus,Siphoviridae,dsDNA,42526,GenBank,complete,,,1,,,Staphylococcus aureus,,,,"Staphylococcus phage vB_SauS-phiIPLA88, complete genome"
EU861005,,"Garcia,P., Martinez,B., Obeso,J.M., Lavigne,R., Lurz,R., Rodriguez,A., Obeso,J.",2008-12-01T00:00:00Z,Staphylococcus virus IPLA35,Triavirus,Siphoviridae,dsDNA,45344,GenBank,complete,,,1,,,Staphylococcus aureus,,,,"Staphylococcus phage phiSauS-IPLA35, complete genome"
FM877489,,"Goerke,C., Pantucek,R., Holtfreter,S., Schulte,B., Zink,M., Grumann,D., Broker,B.M., Doskar,J., Wolz,C.",2008-11-26T00:00:00Z,Staphylococcus phage phi6390,,,unknown,1450,GenBank,partial,,,1,,,Staphylococcus aureus,,,,Staphylococcus phage phi6390 proviral int gene for integrase
AP009363,,"Ma,X.X., Ito,T., Kondo,Y., Cho,M., Yoshizawa,Y., Kaneko,J., Katai,A., Higashiide,M., Li,S., Hiramatsu,K.",2008-10-08T00:00:00Z,Staphylococcus phage phi2958PVL,Triavirus,Siphoviridae,dsDNA,47342,GenBank,partial,,,1,,,Staphylococcus aureus,,,,"Staphylococcus phage phi2958PVL proviral DNA, complete seqeunce"
AB370205,,"Hoshiba,H., Uchiyama,J., Kato,S., Ujihara,T., Muraoka,A., Daibata,M., Wakiguchi,H., Matsuzaki,S.",2008-06-04T00:00:00Z,Staphylococcus virus phiMR25,Phietavirus,Siphoviridae,dsDNA,44342,GenBank,partial,,,1,,,Staphylococcus aureus,,,,"Staphylococcus phage phiMR25 DNA, complete genome"
AB370268,,"Matsuzaki,S., Yasuda,M., Nishikawa,H., Kuroda,M., Ujihara,T., Shuin,T., Shen,Y., Jin,Z., Fujimoto,S., Nasimuzzaman,M.D., Wakiguchi,H., Sugihara,S., Sugiura,T., Koda,S., Muraoka,A., Imai,S., Hoshiba,H.",2007-12-07T00:00:00Z,Staphylococcus virus phiMR11,Phietavirus,Siphoviridae,dsDNA,43011,GenBank,partial,,,1,,,Staphylococcus aureus,,,,"Staphylococcus phage phiMR11 DNA, complete genome"
EU136189,,"Son,J.S., Lee,S.J., Jun,S.Y., Yoon,S.J., Kang,S.H., Paik,H.R., Kang,J.O., Choi,Y.J.",2007-09-23T00:00:00Z,Staphylococcus virus SAP2,Rosenblumvirus,Podoviridae,dsDNA,17938,GenBank,complete,,,1,South Korea,,Staphylococcus aureus,,,,"Staphylococcus phage SAP-2, complete genome"
DQ517338,,"Tallent,S.M., Langston,T.B., Moran,R.G., Christie,G.E., Matthews,A.M., King,D.G., Lane,K.D., Olivarez,N.P., Gill,S.R., Novick,R.P., King,D.R.",2007-04-26T00:00:00Z,Staphylococcus virus 80alpha,Phietavirus,Siphoviridae,dsDNA,43864,GenBank,partial,,,2,,,Staphylococcus aureus,,,,"Staphylococcus phage 80alpha, complete sequence"
AP008953,,"Sawada,J., Sugai,M.",2007-01-06T00:00:00Z,Staphylococcus virus phiETA2,Phietavirus,Siphoviridae,dsDNA,43265,GenBank,partial,,,,,,Staphylococcus aureus,,,,"Staphylococcus phage phiETA2 DNA, complete genome, strain: TY94"
AP008954,,"Sawada,J., Sugai,M.",2007-01-06T00:00:00Z,Staphylococcus virus phiETA3,Phietavirus,Siphoviridae,dsDNA,43282,GenBank,partial,,,,,,Staphylococcus aureus,,,,"Staphylococcus phage phiETA3 DNA, complete genome, strain: TY32"
EF136581,,"Pantucek,R., Rosypalova,A., Doskar,J., Kailerova,J., Ruzickova,V., Borecka,P., Snopkova,S., Horvath,R., Gotz,F., Rosypal,S., Kasparek,P., Kahankova,J., Eyer,L., Zdrahal,Z., Konecna,H., Hernychova,L., Preisler,J.",2006-12-24T00:00:00Z,Staphylococcus phage 812,Kayvirus,Herelleviridae,dsDNA,8907,GenBank,partial,,,3,,,Staphylococcus aureus,,,,"Staphylococcus phage 812 strain phi812 major capsid protein, hypothetical proteins, capsid protein, hypothetical proteins, major tail sheath protein, capsid protein, and hypothetical proteins genes, complete cds; and hypothetical protein gene, partial cds"
EF136582,,"Pantucek,R., Rosypalova,A., Doskar,J., Kailerova,J., Ruzickova,V., Borecka,P., Snopkova,S., Horvath,R., Gotz,F., Rosypal,S., Kasparek,P., Kahankova,J.",2006-12-24T00:00:00Z,Staphylococcus phage 812,Kayvirus,Herelleviridae,dsDNA,3770,GenBank,partial,,,2,,,Staphylococcus aureus,,,,"Staphylococcus phage 812 strain phi812b truncated capsid protein, putative intron-encoded nuclease, and hypothetical protein genes, complete cds; and hypothetical protein gene, partial cds"
