Experiment Accession	Experiment Title	Organism Name	Instrument	Submitter	Study Accession	Study Title	Sample Accession	Sample Title	Total Size, Mb	Total RUNs	Total Spots	Total Bases	Library Name	Library Strategy	Library Source	Library Selection	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	LibraryName	LibraryLayout	InsertSize	InsertDev	Platform	BioProject	Study_Pubmed_id	ProjectID	BioSample	SampleType	TaxID	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	+access	+submission_date	+publication_date	+last_update	altitude	env_feature	collection_date	sample number	sample_type	env_biome	lat_lon	geo_loc_name	isolation source	host	env_material
SRX3492854	DNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776454		12963.53	1	97988250	28955951851	chaoexpo47_I6	WGS	METAGENOMIC	MDA	SRR6399593	2018-09-20 00:09:42	2017-12-20 20:39:39	97988250	28955951851	97988250	295	12963	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399593.sralite.1	chaoexpo47_I6	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08215821	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	B6E0B1CB93DAB571B95AB429FD76CBA2	7FAC76C5EEB4747B8683AAF4D8814506	public	2017-12-20T15:50:11.053	2018-09-20T00:00:00.000	2021-02-28T05:15:07.641	51	air filter	2015-09-25	131	DNA	air filter	37.40988969 N 122.1593497 W	USA:california,Palo Alto	missing	missing	air
SRX3492995	DNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776596		4809.18	1	45208197	13217043534	chaoexpo40_I6	WGS	METAGENOMIC	MDA	SRR6400019	2018-09-20 00:09:46	2017-12-21 04:48:01	45208197	13217043534	45208197	292	4809	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/400/SRR6400019.sralite.1	chaoexpo40_I6	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08215820	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	83907BF402C3167C420632D419E26B86	992B685387E8B5DB18ED903B4B4D8762	public	2017-12-20T15:50:11.040	2018-09-20T00:00:00.000	2021-02-28T05:15:07.621	1353	air filter	2015-09-22	130	DNA	air filter	39.4757191 N 119.7786747 W	USA:nevada,Reno	missing	missing	air
SRX3492996	DNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776598		9028.05	1	82459340	24205745108	chaoexpo31_I12	WGS	METAGENOMIC	MDA	SRR6400018	2018-09-20 00:09:46	2017-12-21 03:26:03	82459340	24205745108	82459340	293	9028	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/400/SRR6400018.sralite.1	chaoexpo31_I12	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08215819	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	9D5B8B653501F06B93C00F87FDCD4FEF	D8A35E2A291ADA34F23D651385B18ED7	public	2017-12-20T15:50:11.023	2018-09-20T00:00:00.000	2021-02-28T05:15:07.601	7	air filter	2015-09-18	129	DNA	air filter	36.6111478 N 121.8589246 W	USA:california,Monterey	missing	missing	air
SRX3492999	DNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776597		5756.3	1	53446995	15808680843	chaoexpo43_I15	WGS	METAGENOMIC	MDA	SRR6400015	2018-09-20 00:09:46	2017-12-21 04:47:11	53446995	15808680843	53446995	295	5756	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/400/SRR6400015.sralite.1	chaoexpo43_I15	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08215818	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	47FA5B9082A574F986016A1E8ACCF800	D3F48F6E2DC1AB4FC0272FE21513BCB8	public	2017-12-20T15:50:11.010	2018-09-20T00:00:00.000	2021-02-28T05:15:07.581	155	air filter	2015-09-15	128	DNA	air filter	46.2182106 N 119.2172538 W	USA:washington,Kennewick	missing	missing	air
SRX3493000	DNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776600		6666.34	1	50900494	15092261934	chaoexpo47_I5	WGS	METAGENOMIC	MDA	SRR6400014	2018-09-20 00:09:46	2017-12-21 04:23:55	50900494	15092261934	50900494	296	6666	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/400/SRR6400014.sralite.1	chaoexpo47_I5	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08215817	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	DF68B6458DA77AFDD80EBCEB7EA03236	6236159BC87CA0969351F1D3E435BD4F	public	2017-12-20T15:50:10.996	2018-09-20T00:00:00.000	2021-02-28T05:15:07.560	14	air filter	2015-09-15	127	DNA	air filter	37.4594516 N 122.1636314 W	USA:california,Menlo Park	missing	missing	air
SRX3492997	DNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776594		10096.74	1	85487132	25378877835	chaoexpo36_I12	WGS	METAGENOMIC	MDA	SRR6400017	2018-09-20 00:09:46	2017-12-21 03:24:18	85487132	25378877835	85487132	296	10096	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/400/SRR6400017.sralite.1	chaoexpo36_I12	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08215816	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	EAA6CDB20578293EC603D5A332E273A3	A4E19DA18DA5E18596E5BE663C775E45	public	2017-12-20T15:50:10.980	2018-09-20T00:00:00.000	2021-02-28T05:15:07.539	51	air filter	2015-09-01	126	DNA	air filter	37.40988969 N 122.1593497 W	USA:california,Palo Alto	missing	missing	air
SRX3492998	DNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776599		5642.3	1	62527744	18527290879	chaoexpo02_I15	WGS	METAGENOMIC	MDA	SRR6400016	2018-09-20 00:09:46	2017-12-21 03:10:46	62527744	18527290879	62527744	296	5642	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/400/SRR6400016.sralite.1	chaoexpo02_I15	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08215815	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	F4ECBE94C10E8FAAAA42B6FA0EA19A08	EAAB4E2C2F14F9E8174BF4BDDAA61059	public	2017-12-20T15:50:10.966	2018-09-20T00:00:00.000	2021-02-28T05:15:07.518	237	air filter	2015-08-29	125	DNA	air filter	40.00308734 N 83.03707693 W	USA:ohio,Columbus	missing	missing	air
SRX3493003	DNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776603		7568.12	1	57812423	16711061535	chaoexpo06_I12	WGS	METAGENOMIC	MDA	SRR6400011	2018-09-20 00:09:46	2017-12-21 04:29:37	57812423	16711061535	57812423	289	7568	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/400/SRR6400011.sralite.1	chaoexpo06_I12	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08215814	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	2F3EAF82A5FC8FF3A58CD92DBFC13E41	A2F2656BA7F14FB153F6DDFA032E44CB	public	2017-12-20T15:50:10.950	2018-09-20T00:00:00.000	2021-02-28T05:15:07.498	51	air filter	2015-08-26	124	DNA	air filter	37.40988969 N 122.1593497 W	USA:california,Palo Alto	missing	missing	air
SRX3493004	DNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776605		7704.58	1	73686461	21283115654	chaoexpo04_I15	WGS	METAGENOMIC	MDA	SRR6400010	2018-09-20 00:09:46	2017-12-21 03:27:54	73686461	21283115654	73686461	288	7704	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/400/SRR6400010.sralite.1	chaoexpo04_I15	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08215813	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	EA0F557C829D9B9896716C0BCC54C764	3D653AC1EC01DB1B6BB84C7B08FA58CB	public	2017-12-20T15:50:10.936	2018-09-20T00:00:00.000	2021-02-28T05:15:07.477	29	air filter	2015-08-23	123	DNA	air filter	37.4323403 N 122.17595 W	USA:california,Palo Alto	missing	missing	air
SRX3493001	DNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776601		11513.33	1	94434206	28170090826	chaoexpo20_I15	WGS	METAGENOMIC	MDA	SRR6400013	2018-09-20 00:09:46	2017-12-21 03:08:53	94434206	28170090826	94434206	298	11513	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/400/SRR6400013.sralite.1	chaoexpo20_I15	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08215812	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	FB2F0CFA020E205135AAFDCB1080BE35	F6F6CD6BFA3988A148145A103D1AE1FC	public	2017-12-20T15:50:10.923	2018-09-20T00:00:00.000	2021-02-28T05:15:07.457	492	air filter	2015-08-20	122	DNA	air filter	30.63191974 N 104.0747304 E	China:NA,Chengdu	missing	missing	air
SRX3493002	DNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776602		4473.03	1	33275496	9626855481	chaoexpo08_I5	WGS	METAGENOMIC	MDA	SRR6400012	2018-09-20 00:09:46	2017-12-21 04:20:33	33275496	9626855481	33275496	289	4473	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/400/SRR6400012.sralite.1	chaoexpo08_I5	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08215811	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	A7A460A18503DB9DC79C7DA13B8860C0	4EE1DF293D95566793F57731AF763028	public	2017-12-20T15:50:10.910	2018-09-20T00:00:00.000	2021-02-28T05:15:07.437	51	air filter	2015-08-16	121	DNA	air filter	37.40988969 N 122.1593497 W	USA:california,Palo Alto	missing	missing	air
SRX3493137	DNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776738		8065.68	1	64558662	18505860190	chaoexpo12_I5	WGS	METAGENOMIC	MDA	SRR6399877	2018-09-20 00:09:49	2017-12-21 02:46:12	64558662	18505860190	64558662	286	8065	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399877.sralite.1	chaoexpo12_I5	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08215810	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	E51FD8A509BA062E4147D7C9FFCD01C7	17F669663E1F3AA219AA99207BF42669	public	2017-12-20T15:50:10.893	2018-09-20T00:00:00.000	2021-02-28T05:15:07.416	51	air filter	2015-08-11	120	DNA	air filter	37.40988969 N 122.1593497 W	USA:california,Palo Alto	missing	missing	air
SRX3493136	DNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776740		9747.82	1	75331630	22299582713	chaoexpo14_I5	WGS	METAGENOMIC	MDA	SRR6399878	2018-09-20 00:09:49	2017-12-21 01:26:52	75331630	22299582713	75331630	296	9747	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399878.sralite.1	chaoexpo14_I5	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08215809	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	5E6513707B344C454DDB45113DA6DD52	8DCB81B4327873ADE1524982AE99DDDA	public	2017-12-20T15:50:10.876	2018-09-20T00:00:00.000	2021-02-28T05:15:07.394	1424	air filter	2015-08-05	119	DNA	air filter	51.17311515 N 115.5629289 W	Canada:NA,Banff	missing	missing	air
SRX3493145	DNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776746		4509.46	1	40448862	12034055878	chaoexpo24_I12	WGS	METAGENOMIC	MDA	SRR6399869	2018-09-20 00:09:49	2017-12-21 02:33:48	40448862	12034055878	40448862	297	4509	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/399/SRR6399869.sralite.1	chaoexpo24_I12	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08215808	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	80F5198488ACAA06DD198760983BF910	A6ACFBE32C72A45F655E826D5F2B7BC5	public	2017-12-20T15:50:10.860	2018-09-20T00:00:00.000	2021-02-28T05:15:07.373	217	air filter	2015-08-01	118	DNA	air filter	41.66315887 N 91.54413738 W	USA:iowa,Iowa City	missing	missing	air
SRX3493144	DNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776745		5707.83	1	49422187	14620560266	chaoexpo26_I12	WGS	METAGENOMIC	MDA	SRR6399870	2018-09-20 00:09:49	2017-12-21 02:31:54	49422187	14620560266	49422187	295	5707	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399870.sralite.1	chaoexpo26_I12	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08215807	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	CB563075DEAD6E67C2D136E55BC51F72	7F8E8D5036BBAFE1CD7E89560ABC7903	public	2017-12-20T15:50:10.846	2018-09-20T00:00:00.000	2021-02-28T05:15:07.353	51	air filter	2015-08-02	117	DNA	air filter	37.40988969 N 122.1593497 W	USA:california,Palo Alto	missing	missing	air
SRX3493143	DNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776739		7450.26	1	63233198	18781515509	chaoexpo54_I6	WGS	METAGENOMIC	MDA	SRR6399871	2018-09-20 00:09:49	2017-12-26 13:21:03	63233198	18781515509	63233198	297	7450	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399871.sralite.1	chaoexpo54_I6	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08215806	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	0673B188B2547B0EC3F83867FD411929	FF06D068A12EEDAE4186C2A813976972	public	2017-12-20T15:50:10.830	2018-09-20T00:00:00.000	2021-02-28T05:15:07.332	51	air filter	2015-07-24	116	DNA	air filter	37.40988969 N 122.1593497 W	USA:california,Palo Alto	missing	missing	air
SRX3493142	DNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776744		5263.96	1	42038359	12483955224	chaoexpo16_I12	WGS	METAGENOMIC	MDA	SRR6399872	2018-09-20 00:09:49	2017-12-21 02:39:44	42038359	12483955224	42038359	296	5263	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/399/SRR6399872.sralite.1	chaoexpo16_I12	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08215805	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	1C13F823C417D0A8E26631106784EBFA	1C545DAEA32ACC3E87BD7108172A0F54	public	2017-12-20T15:50:10.816	2018-09-20T00:00:00.000	2021-02-28T05:15:07.312	6	air filter	2015-07-18	115	DNA	air filter	63.43591177 N 10.40676598 E	Norway:NA,Trondheim	missing	missing	air
SRX3493141	DNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776741		4733.46	1	42947287	12629508234	chaoexpo43_I12	WGS	METAGENOMIC	MDA	SRR6399873	2018-09-20 00:09:49	2017-12-21 02:48:56	42947287	12629508234	42947287	294	4733	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399873.sralite.1	chaoexpo43_I12	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08215804	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	B018A78E1B722216C9BB895A090F06A6	389F160384CC756BC5FE78ACEA579646	public	2017-12-20T15:50:10.803	2018-09-20T00:00:00.000	2021-02-28T05:15:07.291	492	air filter	2015-07-13	114	DNA	air filter	39.3433574 N 117.3616476 E	China:NA,Chengdu	missing	missing	air
SRX3493140	DNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776743		8511.88	1	80905313	23122279755	chaoexpo04_I12	WGS	METAGENOMIC	MDA	SRR6399874	2018-09-20 00:09:49	2017-12-21 01:44:37	80905313	23122279755	80905313	285	8511	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399874.sralite.1	chaoexpo04_I12	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08215803	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	1EA7987AC6252EDC41B4E2342D76DA6B	B67C73B9B0F81FF3B9592292332FEF89	public	2017-12-20T15:50:10.790	2018-09-20T00:00:00.000	2021-02-28T05:15:07.271	5	air filter	2015-07-11	113	DNA	air filter	39.3433574 N 117.3616476 E	China:NA,Tianjin	missing	missing	air
SRX3493139	DNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776737		7903.34	1	67977803	19716256451	chaoexpo22_I5	WGS	METAGENOMIC	MDA	SRR6399875	2018-09-20 00:09:49	2017-12-21 01:16:06	67977803	19716256451	67977803	290	7903	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399875.sralite.1	chaoexpo22_I5	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08215802	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	A8E9964A7C31C4EEDAAF1A7AF775B601	3D16C38A03083D6CEBCE5B098757E3F4	public	2017-12-20T15:50:10.773	2018-09-20T00:00:00.000	2021-02-28T05:15:07.250	1930	air filter	2015-07-08	112	DNA	air filter	24.880095 N 102.832891 E	China:NA,Kunming	missing	missing	air
SRX3493138	DNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776742		7218.98	1	55221273	16397722701	chaoexpo18_I12	WGS	METAGENOMIC	MDA	SRR6399876	2018-09-20 00:09:49	2017-12-21 02:43:44	55221273	16397722701	55221273	296	7218	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/399/SRR6399876.sralite.1	chaoexpo18_I12	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08215801	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	7FCE3CCF4A8E1A9CD18473D572E3265B	CB444497E83E619A20D23F1DC69BF1CC	public	2017-12-20T15:50:10.760	2018-09-20T00:00:00.000	2021-02-28T05:15:07.227	71	air filter	2015-07-12	111	DNA	air filter	59.92982294 N 10.72748498 E	Norway:NA,Oslo	missing	missing	air
SRX3492660	DNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776259		5314.26	1	66107363	19225536114	chaoexpo02_I12	WGS	METAGENOMIC	MDA	SRR6399787	2018-09-20 00:09:37	2017-12-20 23:57:04	66107363	19225536114	66107363	290	5314	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399787.sralite.1	chaoexpo02_I12	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08215800	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	6A92652D5CEA5658FD9EB02CDA8937BE	E5F59997E6FD19E844D33D5BC2B0D002	public	2017-12-20T15:50:10.743	2018-09-20T00:00:00.000	2021-02-28T05:15:07.202	5	air filter	2015-07-05	110	DNA	air filter	39.3433574 N 117.3616476 E	China:NA,Tianjin	missing	missing	air
SRX3492661	DNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776260		2168.88	1	16632324	4944466381	chaoexpo46_I15	WGS	METAGENOMIC	MDA	SRR6399786	2018-09-20 00:09:37	2017-12-20 19:51:27	16632324	4944466381	16632324	297	2168	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399786.sralite.1	chaoexpo46_I15	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08215799	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	209C5BD4F40A33301D1936BE27FB972D	228FA0772DDB4A2F6AF7DFAD8321FFF6	public	2017-12-20T15:50:10.730	2018-09-20T00:00:00.000	2021-02-28T05:15:07.181	51	air filter	2015-07-02	109	DNA	air filter	37.40988969 N 122.1593497 W	USA:california,Palo Alto	missing	missing	air
SRX3492751	DNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776352		4664.95	1	34142180	9926265352	chaoexpo39_I15	WGS	METAGENOMIC	MDA	SRR6399696	2018-09-20 00:09:39	2017-12-20 22:48:49	34142180	9926265352	34142180	290	4664	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399696.sralite.1	chaoexpo39_I15	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08215798	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	9099EC84B0721416A5F5429CD2770376	D6C8ED76EB1D12A996443599DD2DE541	public	2017-12-20T15:50:10.713	2018-09-20T00:00:00.000	2021-02-28T05:15:07.160	102	air filter	2015-06-27	108	DNA	air filter	38.99791635 N 77.09885595 W	USA:maryland,Bethesda	missing	missing	air
SRX3492752	DNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776488		8204.28	1	62933864	18367985921	chaoexpo40_I5	WGS	METAGENOMIC	MDA	SRR6399695	2018-09-20 00:09:39	2017-12-21 05:51:21	62933864	18367985921	62933864	291	8204	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399695.sralite.1	chaoexpo40_I5	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08215797	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	6E3B53B3512A17BB3F896B1BF3435BAB	69050523EDA54553311FF552088FDD03	public	2017-12-20T15:50:10.696	2018-09-20T00:00:00.000	2021-02-28T05:15:07.138	120	air filter	2015-06-24	107	DNA	air filter	42.47350702 N 71.60669408 W	USA:massachusetts,Harvard	missing	missing	air
SRX3492753	DNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776354		11606.96	1	96233601	28477910757	chaoexpo54_I5	WGS	METAGENOMIC	MDA	SRR6399694	2018-09-20 00:09:39	2017-12-21 06:09:01	96233601	28477910757	96233601	295	11606	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399694.sralite.1	chaoexpo54_I5	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08215796	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	A4BD976B03429BE785B6C945E5CE4E62	973F0E4B195EFD68931AA9DBA2BB7B39	public	2017-12-20T15:50:10.680	2018-09-20T00:00:00.000	2021-02-28T05:15:07.105	51	air filter	2015-06-19	106	DNA	air filter	37.40988969 N 122.1593497 W	USA:california,Palo Alto	missing	missing	air
SRX3492754	DNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776355		13128.98	1	97601932	28394123652	chaoexpo49_I12	WGS	METAGENOMIC	MDA	SRR6399693	2018-09-20 00:09:39	2017-12-21 06:05:30	97601932	28394123652	97601932	290	13128	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399693.sralite.1	chaoexpo49_I12	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08215795	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	1C0D5E2C4DF3DDEB734103588488BDAD	2EDBE4F3815E1DCDA300C29EC35B4050	public	2017-12-20T15:50:10.666	2018-09-20T00:00:00.000	2021-02-28T05:15:07.084	222	air filter	2015-06-14	105	DNA	air filter	43.68614401 N 86.385782 W	USA:michigan,Hart	missing	missing	air
SRX3492755	DNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776356		8725.63	1	72083751	21430826647	chaoexpo02_I6	WGS	METAGENOMIC	MDA	SRR6399692	2018-09-20 00:09:39	2017-12-20 22:24:39	72083751	21430826647	72083751	297	8725	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399692.sralite.1	chaoexpo02_I6	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08215794	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	41A77C6BC30708172012A9E8289C6EB9	6141443553C9F3343557C409BFB979E3	public	2017-12-20T15:50:10.653	2018-09-20T00:00:00.000	2021-02-28T05:15:07.063	14	air filter	2015-06-12	104	DNA	air filter	37.4594516 N 122.1636314 W	USA:california,Menlo Park	missing	missing	air
