"Experiment Accession","Experiment Title","Organism Name","Instrument","Submitter","Study Accession","Study Title","Sample Accession","Sample Title","Total Size, Mb","Total RUNs","Total Spots","Total Bases","Library Name","Library Strategy","Library Source","Library Selection"
"SRX3492892","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776492","","7122.24","1","54469315","15480910622","xinexpo65_I12","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492891","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776491","","5327.4","1","36066564","10410208348","xinexpo69_I15","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492890","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776490","","4708.96","1","35322845","10100854504","chaoexpo09_I12","WGS","METAGENOMIC","MDA"
"SRX3492889","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776489","","5652.94","1","43950241","12404697152","chaoexpo05_I12","WGS","METAGENOMIC","MDA"
"SRX3492888","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776486","","9369.06","1","73857162","21911671781","chaoexpo17_I12","WGS","METAGENOMIC","MDA"
"SRX3492887","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776485","","8024.98","1","75058398","22347159246","chaoexpo27_I6","WGS","METAGENOMIC","MDA"
"SRX3492886","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776487","","3777.21","1","27001400","7806339237","chaoexpo37_I15","WGS","METAGENOMIC","MDA"
"SRX3492885","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776484","","10962.03","1","81370159","23944015261","chaoexpo38_I5","WGS","METAGENOMIC","MDA"
"SRX3492884","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776613","","9116.9","1","74842154","22313132282","chaoexpo33_I12","WGS","METAGENOMIC","MDA"
"SRX3492883","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776483","","5396.33","1","46589660","13834839955","chaoexpo29_I12","WGS","METAGENOMIC","MDA"
"SRX3492882","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776482","","5902.37","1","50199959","14899894525","chaoexpo23_I12","WGS","METAGENOMIC","MDA"
"SRX3492881","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776480","","11864.39","1","97987593","29133297989","chaoexpo35_I12","WGS","METAGENOMIC","MDA"
"SRX3492880","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776479","","5316.37","1","40624821","11211384659","xinexpo65_I15","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492879","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776481","","7604.87","1","65415513","19038595612","chaoexpo10_I12","WGS","METAGENOMIC","MDA"
"SRX3492878","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776478","","11619.07","1","87515965","25706926593","chaoexpo51_I5","WGS","METAGENOMIC","MDA"
"SRX3492877","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776477","","6616.83","1","49852760","14204548436","xinexpo55_I15","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492876","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776473","","7909.34","1","63193707","18317035784","xinexpo51_I6","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492875","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776476","","6103.73","1","47686249","13940443802","xinexpo51_I5","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492874","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776475","","7929.69","1","57837448","16883871965","xinexpo55_I6","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492873","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776474","","7332.85","1","57234543","16764126210","xinexpo50_I15","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492872","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776470","","5467.85","1","44089463","12993559010","xinexpo10_I12","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492871","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776472","","6214.19","1","47642808","13963350695","xinexpo44_I12","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492870","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776471","","6630.79","1","55789364","16550689908","xinexpo22_I12","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492869","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776469","","7344.44","1","57460630","16456664104","xinexpo48_I6","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492868","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776468","","7272.37","1","55915544","16195310853","xinexpo55_I12","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492867","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776466","","5256.23","1","42984059","12643786870","chaoexpo34_I15","WGS","METAGENOMIC","MDA"
"SRX3492866","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776465","","6080.44","1","74402777","21995490451","chaoexpo20_I12","WGS","METAGENOMIC","MDA"
"SRX3492865","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776467","","7761.33","1","67799253","19882556082","chaoexpo49_I6","WGS","METAGENOMIC","MDA"
"SRX3492864","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776464","","7578.25","1","60860520","17992280895","chaoexpo21_I15","WGS","METAGENOMIC","MDA"
"SRX3492863","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776463","","7374.61","1","73511910","21731082428","chaoexpo26_I6","WGS","METAGENOMIC","MDA"
"SRX3492862","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776462","","8110.47","1","76495920","21800525827","chaoexpo11_I15","WGS","METAGENOMIC","MDA"
"SRX3492861","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776461","","4920.68","1","35941692","10666690603","chaoexpo16_I6","WGS","METAGENOMIC","MDA"
"SRX3492860","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776458","","9239.25","1","85136041","25217996021","chaoexpo24_I6","WGS","METAGENOMIC","MDA"
"SRX3492859","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776460","","7255.35","1","59310643","17462917051","chaoexpo53_I12","WGS","METAGENOMIC","MDA"
"SRX3492858","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776459","","7383.59","1","56207550","16332932853","chaoexpo06_I6","WGS","METAGENOMIC","MDA"
"SRX3492857","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776457","","11071.89","1","92798441","27591477627","chaoexpo53_I6","WGS","METAGENOMIC","MDA"
"SRX3492856","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776456","","9035.03","1","73962631","21480945182","chaoexpo04_I6","WGS","METAGENOMIC","MDA"
"SRX3492855","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776455","","4994.98","1","62486280","18475195329","chaoexpo26_I15","WGS","METAGENOMIC","MDA"
"SRX3492854","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776454","","12963.53","1","97988250","28955951851","chaoexpo47_I6","WGS","METAGENOMIC","MDA"
"SRX3492853","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776453","","8820.06","1","73662019","21936972592","chaoexpo34_I12","WGS","METAGENOMIC","MDA"
"SRX3492852","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776452","","8751.4","1","84759165","24210013679","chaoexpo12_I6","WGS","METAGENOMIC","MDA"
"SRX3492851","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776578","","6815.59","1","66441164","19501746161","chaoexpo36_I15","WGS","METAGENOMIC","MDA"
"SRX3492850","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776451","","8440.48","1","73521086","21904479116","chaoexpo30_I12","WGS","METAGENOMIC","MDA"
"SRX3492849","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776450","","7231.29","1","64450756","18511190936","chaoexpo14_I6","WGS","METAGENOMIC","MDA"
"SRX3492848","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776447","","8184.45","1","82026730","24294287802","chaoexpo28_I6","WGS","METAGENOMIC","MDA"
"SRX3492847","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776449","","9007.23","1","67990020","19786486699","chaoexpo08_I6","WGS","METAGENOMIC","MDA"
"SRX3492846","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776448","","12176.49","1","98082864","28907704567","chaoexpo40_I12","WGS","METAGENOMIC","MDA"
"SRX3492845","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776446","","7911","1","61048054","17848902706","xinexpo49_I6","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492844","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776445","","6909.29","1","51503352","15087341741","xinexpo43_I6","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492843","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776444","","6015.22","1","45564915","13116379569","xinexpo53_I6","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492842","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776443","","6973.9","1","57942619","17161680856","xinexpo21_I15","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492841","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776442","","8906.37","1","74754368","20493834541","xinexpo02_I6","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492840","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776441","","6188.87","1","48223314","14134696916","xinexpo49_I12","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492839","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776438","","7737.4","1","56105769","16319070499","xinexpo53_I15","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492838","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776440","","8409","1","67566026","19876696535","xinexpo46_I12","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492837","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776439","","9714.96","1","74599106","21936303831","chaoexpo72_I12","WGS","METAGENOMIC","MDA"
"SRX3492836","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776435","","7721.14","1","62908397","18676632573","chaoexpo68_I12","WGS","METAGENOMIC","MDA"
"SRX3492835","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776437","","6644.43","1","50850883","14885862582","chaoexpo72_I15","WGS","METAGENOMIC","MDA"
"SRX3492834","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776436","","7540.39","1","61649972","18127948658","chaoexpo64_I6","WGS","METAGENOMIC","MDA"
"SRX3492833","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776434","","6865.66","1","56634040","16869594869","chaoexpo68_I6","WGS","METAGENOMIC","MDA"
"SRX3492832","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776433","","7788.95","1","61532749","18104268165","chaoexpo64_I5","WGS","METAGENOMIC","MDA"
"SRX3492831","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776432","","7880.01","1","61033989","18111713391","chaoexpo72_I6","WGS","METAGENOMIC","MDA"
"SRX3492830","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776430","","8137.38","1","61351458","17884833634","chaoexpo76_I15","WGS","METAGENOMIC","MDA"
"SRX3492829","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776431","","8250.15","1","62405823","18260704358","chaoexpo06_I15","WGS","METAGENOMIC","MDA"
"SRX3492828","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776429","","8227.57","1","69005571","20084298901","chaoexpo10_I6","WGS","METAGENOMIC","MDA"
"SRX3492827","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776428","","6172.65","1","49441938","14649241282","chaoexpo47_I12","WGS","METAGENOMIC","MDA"
"SRX3492826","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776427","","10202.19","1","77599765","22773642455","chaoexpo49_I15","WGS","METAGENOMIC","MDA"
"SRX3492825","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776426","","5786.14","1","43567554","12556985049","chaoexpo08_I12","WGS","METAGENOMIC","MDA"
"SRX3492824","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776424","","4511","1","33545434","9920363644","chaoexpo18_I15","WGS","METAGENOMIC","MDA"
"SRX3492823","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776425","","5384.12","1","46197589","13627518309","chaoexpo16_I15","WGS","METAGENOMIC","MDA"
"SRX3492822","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776422","","8226.86","1","65686335","19348517937","chaoexpo30_I15","WGS","METAGENOMIC","MDA"
"SRX3492821","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776423","","6600.21","1","49850927","14580867469","chaoexpo50_I5","WGS","METAGENOMIC","MDA"
"SRX3492820","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776421","","5712.97","1","44950704","13273998137","chaoexpo40_I15","WGS","METAGENOMIC","MDA"
"SRX3492819","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776420","","6747.4","1","52735883","15512605888","xinexpo04_I15","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492818","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776418","","4519.74","1","37738074","11042620542","xinexpo20_I15","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492817","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776417","","3350.88","1","25213740","7298951336","xinexpo02_I15","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492816","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776419","","6227.87","1","47983925","13865711534","xinexpo06_I12","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492815","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776416","","2492.75","1","21145868","6217861522","xinexpo14_I5","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492814","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776415","","5261.83","1","40805355","11984501666","xinexpo34_I6","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492813","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776412","","5794.8","1","44950850","13176542114","xinexpo08_I5","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492812","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776414","","5965.61","1","47815244","13961874921","xinexpo12_I5","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492811","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776413","","4882.69","1","36875988","10833288623","xinexpo43_I5","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492810","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776409","","5349.18","1","44125120","12907259926","xinexpo20_I6","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492809","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776408","","6953.54","1","58032190","17050701306","xinexpo36_I6","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492808","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776406","","3690.19","1","30361690","8926768403","xinexpo13_I15","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492807","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776410","","8660.45","1","63449275","18479248693","xinexpo42_I15","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492806","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776411","","5703.75","1","46129818","13600775253","xinexpo46_I6","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492805","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776407","","7955.84","1","62894097","17938457408","xinexpo39_I6","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492804","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776405","","5430.29","1","43014742","12587738681","xinexpo39_I12","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492803","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776404","","6248.81","1","43828194","12376953504","xinexpo63_I15","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492802","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776403","","6688.49","1","48098186","13574939055","xinexpo76_I12","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492801","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776400","","5444.7","1","40019460","10865778416","xinexpo72_I5","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492800","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776402","","5164.66","1","40711778","10917592708","xinexpo63_I6","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492799","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776401","","6283.5","1","45614748","12880090151","xinexpo76_I6","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492798","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776398","","5046.03","1","34913983","10065987245","xinexpo63_I12","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492797","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776397","","6504.13","1","45122864","12995086443","xinexpo63_I5","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492796","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776396","","6367.14","1","45662988","12396100397","xinexpo71_I15","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492795","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776399","","6922.12","1","51374669","14102366803","xinexpo76_I5","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492794","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776395","","6531.25","1","48964013","13328539456","xinexpo71_I12","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492793","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776394","","7028.41","1","57516019","16888594354","xinexpo07_I6","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492792","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776392","","5909.08","1","47817347","14075975357","xinexpo19_I15","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492791","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776391","","5288.37","1","45340897","13342438125","xinexpo23_I12","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492790","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776390","","6180.99","1","50642509","14982878934","xinexpo27_I6","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492789","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776393","","2877.01","1","26051747","7699362474","xinexpo25_I12","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492788","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776389","","4964.31","1","40868050","11954999712","xinexpo35_I12","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492787","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776388","","5133.45","1","39791745","11744931359","xinexpo01_I12","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492786","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776387","","4827.8","1","39194199","11555556026","xinexpo15_I12","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492785","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776384","","6132.14","1","47495208","14070154785","xinexpo03_I12","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492784","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776385","","5123.4","1","44571360","13137103463","xinexpo21_I6","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492783","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776386","","6959.11","1","56194185","16137354939","chaoexpo04_I5","WGS","METAGENOMIC","MDA"
"SRX3492782","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776383","","6565.79","1","53473796","15878471206","chaoexpo20_I5","WGS","METAGENOMIC","MDA"
"SRX3492781","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776382","","5298.33","1","44034876","12513233842","chaoexpo09_I15","WGS","METAGENOMIC","MDA"
